Temperature (Celsius),Species,strain_ID,Week,Plate,Growth
20,Cenococcum geophilum,CengeV1,1,1,0.786
20,Cenococcum geophilum,CengeV1,1,2,0.774
20,Cenococcum geophilum,CengeV1,1,3,0.694
20,Cenococcum geophilum,CengeV1,1,4,0.721
20,Cenococcum geophilum,CengeV1,1,5,0.669
20,Cenococcum geophilum,CengeV1,1,6,0.555
20,Cenococcum geophilum,CengeV1,3,1,2.088
20,Cenococcum geophilum,CengeV1,3,2,2.57
20,Cenococcum geophilum,CengeV1,3,3,2.02
20,Cenococcum geophilum,CengeV1,3,4,2.649
20,Cenococcum geophilum,CengeV1,3,5,2.482
20,Cenococcum geophilum,CengeV1,3,6,1.802
20,Cenococcum geophilum,CengeV1,4,1,4.396
20,Cenococcum geophilum,CengeV1,4,2,4.993
20,Cenococcum geophilum,CengeV1,4,3,4.396
20,Cenococcum geophilum,CengeV1,4,4,5.008
20,Cenococcum geophilum,CengeV1,4,5,4.867
20,Cenococcum geophilum,CengeV1,4,6,4.004
20,Cenococcum geophilum,CengeV1,5,1,8.403
20,Cenococcum geophilum,CengeV1,5,2,8.601
20,Cenococcum geophilum,CengeV1,5,3,8.514
20,Cenococcum geophilum,CengeV1,5,4,8.545
20,Cenococcum geophilum,CengeV1,5,5,8.267
20,Cenococcum geophilum,CengeV1,5,6,8.127
20,Laccaria bicolor,LacbV1,1,1,1.995
20,Laccaria bicolor,LacbV1,1,2,1.778
20,Laccaria bicolor,LacbV1,1,3,1.816
20,Laccaria bicolor,LacbV1,1,4,1.852
20,Laccaria bicolor,LacbV1,1,5,1.419
20,Laccaria bicolor,LacbV1,1,6,2.428
20,Laccaria bicolor,LacbV1,3,1,12.585
20,Laccaria bicolor,LacbV1,3,2,10.326
20,Laccaria bicolor,LacbV1,3,3,11.881
20,Laccaria bicolor,LacbV1,3,4,11.909
20,Laccaria bicolor,LacbV1,3,5,11.279
20,Laccaria bicolor,LacbV1,3,6,11.791
20,Laccaria bicolor,LacbV1,4,1,15.587
20,Laccaria bicolor,LacbV1,4,2,12.99
20,Laccaria bicolor,LacbV1,4,3,14.948
20,Laccaria bicolor,LacbV1,4,4,14.808
20,Laccaria bicolor,LacbV1,4,5,14.917
20,Laccaria bicolor,LacbV1,4,6,15.988
20,Laccaria bicolor,LacbV1,5,1,18.473
20,Laccaria bicolor,LacbV1,5,2,15.343
20,Laccaria bicolor,LacbV1,5,3,17.877
20,Laccaria bicolor,LacbV1,5,4,17.171
20,Laccaria bicolor,LacbV1,5,5,17.616
20,Laccaria bicolor,LacbV1,5,6,18.951
25,Suillus lakei,Suilla ,1,1,0.649
25,Suillus lakei,Suilla ,1,2,0.632
25,Suillus lakei,Suilla ,1,3,0.666
25,Suillus lakei,Suilla ,1,4,0.536
25,Suillus lakei,Suilla ,1,5,0.635
25,Suillus lakei,Suilla ,1,6,0.658
25,Suillus lakei,Suilla ,3,1,0.816
25,Suillus lakei,Suilla ,3,2,0.632
25,Suillus lakei,Suilla ,3,3,0.666
25,Suillus lakei,Suilla ,3,4,0.536
25,Suillus lakei,Suilla ,3,5,0.635
25,Suillus lakei,Suilla ,3,6,0.658
25,Suillus lakei,Suilla ,4,1,0.816
25,Suillus lakei,Suilla ,4,2,0.798
25,Suillus lakei,Suilla ,4,3,0.689
25,Suillus lakei,Suilla ,4,4,0.614
25,Suillus lakei,Suilla ,4,5,1.058
25,Suillus lakei,Suilla ,4,6,0.658
25,Suillus lakei,Suilla ,5,1,1.962
25,Suillus lakei,Suilla ,5,2,1.655
25,Suillus lakei,Suilla ,5,3,1.130
25,Suillus lakei,Suilla ,5,4,0.816
25,Suillus lakei,Suilla ,5,5,2.216
25,Suillus lakei,Suilla ,5,6,1.698
25,Suillus lakei,Suilla ,6,1,4.150
25,Suillus lakei,Suilla ,6,2,3.667
25,Suillus lakei,Suilla ,6,3,3.410
25,Suillus lakei,Suilla ,6,4,1.772
25,Suillus lakei,Suilla ,6,5,4.555
25,Suillus lakei,Suilla ,6,6,3.750
25,Suillus lakei,SL08,1,1,0.857
25,Suillus lakei,SL08,1,2,0.967
25,Suillus lakei,SL08,1,3,0.916
25,Suillus lakei,SL08,1,4,0.805
25,Suillus lakei,SL08,1,5,0.96
25,Suillus lakei,SL08,1,6,0.956
25,Suillus lakei,SL08,3,1,6.493
25,Suillus lakei,SL08,3,2,6.467
25,Suillus lakei,SL08,3,3,6.043
25,Suillus lakei,SL08,3,4,7.642
25,Suillus lakei,SL08,3,5,6.136
25,Suillus lakei,SL08,3,6,7.824
25,Suillus lakei,SL08,4,1,8.472
25,Suillus lakei,SL08,4,2,8.133
25,Suillus lakei,SL08,4,3,7.886
25,Suillus lakei,SL08,4,4,9.274
25,Suillus lakei,SL08,4,5,7.856
25,Suillus lakei,SL08,4,6,9.36
25,Suillus lakei,SL08,5,1,10.041
25,Suillus lakei,SL08,5,2,10.544
25,Suillus lakei,SL08,5,3,9.932
25,Suillus lakei,SL08,5,4,11.174
25,Suillus lakei,SL08,5,5,9.088
25,Suillus lakei,SL08,5,6,10.822
25,Suillus lakei,SL10,1,1,0.947
25,Suillus lakei,SL10,1,2,0.885
25,Suillus lakei,SL10,1,3,0.989
25,Suillus lakei,SL10,1,4,0.941
25,Suillus lakei,SL10,1,5,0.916
25,Suillus lakei,SL10,1,6,0.892
25,Suillus lakei,SL10,3,1,6.986
25,Suillus lakei,SL10,3,2,7.082
25,Suillus lakei,SL10,3,3,7.667
25,Suillus lakei,SL10,3,4,6.96
25,Suillus lakei,SL10,3,5,6.402
25,Suillus lakei,SL10,3,6,5.654
25,Suillus lakei,SL10,4,1,9.377
25,Suillus lakei,SL10,4,2,9.296
25,Suillus lakei,SL10,4,3,10.053
25,Suillus lakei,SL10,4,4,8.816
25,Suillus lakei,SL10,4,5,8.467
25,Suillus lakei,SL10,4,6,7.674
25,Suillus lakei,SL10,5,1,10.73
25,Suillus lakei,SL10,5,2,11.305
25,Suillus lakei,SL10,5,3,12.282
25,Suillus lakei,SL10,5,4,11.027
25,Suillus lakei,SL10,5,5,11.076
25,Suillus lakei,SL10,5,6,10.372
25,Suillus lakei,SL04 ,1,1,0.774
25,Suillus lakei,SL04 ,1,2,0.752
25,Suillus lakei,SL04 ,1,3,0.701
25,Suillus lakei,SL04 ,1,4,0.839
25,Suillus lakei,SL04 ,1,5,0.74
25,Suillus lakei,SL04 ,1,6,0.734
25,Suillus lakei,SL04 ,3,1,2.825
25,Suillus lakei,SL04 ,3,2,2.471
25,Suillus lakei,SL04 ,3,3,2.287
25,Suillus lakei,SL04 ,3,4,2.88
25,Suillus lakei,SL04 ,3,5,3.216
25,Suillus lakei,SL04 ,3,6,3.26
25,Suillus lakei,SL04 ,4,1,4.806
25,Suillus lakei,SL04 ,4,2,4.534
25,Suillus lakei,SL04 ,4,3,4.333
25,Suillus lakei,SL04 ,4,4,5.017
25,Suillus lakei,SL04 ,4,5,5.686
25,Suillus lakei,SL04 ,4,6,5.853
25,Suillus lakei,SL04 ,5,1,6.909
25,Suillus lakei,SL04 ,5,2,7.009
25,Suillus lakei,SL04 ,5,3,7.317
25,Suillus lakei,SL04 ,5,4,7.536
25,Suillus lakei,SL04 ,5,5,8.193
25,Suillus lakei,SL04 ,5,6,7.992
25,Rhizopogon Evadens,RZ04,1,1,0.752
25,Rhizopogon Evadens,RZ04,1,2,0.631
25,Rhizopogon Evadens,RZ04,1,3,0.831
25,Rhizopogon Evadens,RZ04,1,4,0.728
25,Rhizopogon Evadens,RZ04,1,5,0.719
25,Rhizopogon Evadens,RZ04,1,6,0.766
25,Rhizopogon Evadens,RZ04,3,1,3.637
25,Rhizopogon Evadens,RZ04,3,2,3.857
25,Rhizopogon Evadens,RZ04,3,3,4.702
25,Rhizopogon Evadens,RZ04,3,4,4.32
25,Rhizopogon Evadens,RZ04,3,5,4.433
25,Rhizopogon Evadens,RZ04,3,6,4.637
25,Rhizopogon Evadens,RZ04,4,1,5.374
25,Rhizopogon Evadens,RZ04,4,2,5.535
25,Rhizopogon Evadens,RZ04,4,3,6.782
25,Rhizopogon Evadens,RZ04,4,4,6.031
25,Rhizopogon Evadens,RZ04,4,5,6.376
25,Rhizopogon Evadens,RZ04,4,6,6.191
25,Rhizopogon Evadens,RZ04,5,1,6.693
25,Rhizopogon Evadens,RZ04,5,2,7.329
25,Rhizopogon Evadens,RZ04,5,3,8.064
25,Rhizopogon Evadens,RZ04,5,4,7.545
25,Rhizopogon Evadens,RZ04,5,5,7.636
25,Rhizopogon Evadens,RZ04,5,6,7.533
25,Rhizopogon Evadens,RZ18,1,1,1.119
25,Rhizopogon Evadens,RZ18,1,2,0.846
25,Rhizopogon Evadens,RZ18,1,3,1.11
25,Rhizopogon Evadens,RZ18,1,4,0.982
25,Rhizopogon Evadens,RZ18,1,5,1.086
25,Rhizopogon Evadens,RZ18,1,6,1.226
25,Rhizopogon Evadens,RZ18,3,1,5.244
25,Rhizopogon Evadens,RZ18,3,2,4.226
25,Rhizopogon Evadens,RZ18,3,3,4.38
25,Rhizopogon Evadens,RZ18,3,4,5.464
25,Rhizopogon Evadens,RZ18,3,5,4.489
25,Rhizopogon Evadens,RZ18,3,6,6.644
25,Rhizopogon Evadens,RZ18,4,1,6.219
25,Rhizopogon Evadens,RZ18,4,2,5.362
25,Rhizopogon Evadens,RZ18,4,3,5.126
25,Rhizopogon Evadens,RZ18,4,4,7.19
25,Rhizopogon Evadens,RZ18,4,5,5.688
25,Rhizopogon Evadens,RZ18,4,6,4.974
25,Rhizopogon Evadens,RZ18,5,1,7.157
25,Rhizopogon Evadens,RZ18,5,2,6.251
25,Rhizopogon Evadens,RZ18,5,3,5.91
25,Rhizopogon Evadens,RZ18,5,4,7.958
25,Rhizopogon Evadens,RZ18,5,5,6.832
25,Rhizopogon Evadens,RZ18,5,6,6.047
25,Rhizopogon Evadens,RZ13,1,1,0.634
25,Rhizopogon Evadens,RZ13,1,2,0.732
25,Rhizopogon Evadens,RZ13,1,3,0.713
25,Rhizopogon Evadens,RZ13,1,4,0.666
25,Rhizopogon Evadens,RZ13,1,5,0.826
25,Rhizopogon Evadens,RZ13,1,6,0.724
25,Rhizopogon Evadens,RZ13,3,1,2.922
25,Rhizopogon Evadens,RZ13,3,2,2.143
25,Rhizopogon Evadens,RZ13,3,3,2.297
25,Rhizopogon Evadens,RZ13,3,4,3.194
25,Rhizopogon Evadens,RZ13,3,5,3.045
25,Rhizopogon Evadens,RZ13,3,6,3.138
25,Rhizopogon Evadens,RZ13,4,1,4.592
25,Rhizopogon Evadens,RZ13,4,2,3.635
25,Rhizopogon Evadens,RZ13,4,3,3.868
25,Rhizopogon Evadens,RZ13,4,4,5.118
25,Rhizopogon Evadens,RZ13,4,5,4.711
25,Rhizopogon Evadens,RZ13,4,6,4.718
25,Rhizopogon Evadens,RZ13,5,1,6.311
25,Rhizopogon Evadens,RZ13,5,2,5.129
25,Rhizopogon Evadens,RZ13,5,3,5.403
25,Rhizopogon Evadens,RZ13,5,4,6.377
25,Rhizopogon Evadens,RZ13,5,5,6.517
25,Rhizopogon Evadens,RZ13,5,6,6.276
25,Rhizopogon idahoensis,RP05,1,1,1.359
25,Rhizopogon idahoensis,RP05,1,2,0.902
25,Rhizopogon idahoensis,RP05,1,3,1.388
25,Rhizopogon idahoensis,RP05,1,4,0.897
25,Rhizopogon idahoensis,RP05,1,5,1.099
25,Rhizopogon idahoensis,RP05,1,6,0.796
25,Rhizopogon idahoensis,RP05,3,1,7.84
25,Rhizopogon idahoensis,RP05,3,2,5.348
25,Rhizopogon idahoensis,RP05,3,3,7.51
25,Rhizopogon idahoensis,RP05,3,4,7.746
25,Rhizopogon idahoensis,RP05,3,5,6.192
25,Rhizopogon idahoensis,RP05,3,6,7.242
25,Rhizopogon idahoensis,RP05,4,1,11.171
25,Rhizopogon idahoensis,RP05,4,2,7.488
25,Rhizopogon idahoensis,RP05,4,3,10.199
25,Rhizopogon idahoensis,RP05,4,4,10.426
25,Rhizopogon idahoensis,RP05,4,5,9.011
25,Rhizopogon idahoensis,RP05,4,6,9.809
25,Rhizopogon idahoensis,RP05,5,1,15.541
25,Rhizopogon idahoensis,RP05,5,2,11.789
25,Rhizopogon idahoensis,RP05,5,3,13.552
25,Rhizopogon idahoensis,RP05,5,4,13.041
25,Rhizopogon idahoensis,RP05,5,5,12.184
25,Rhizopogon idahoensis,RP05,5,6,12.835
25,Rhizopogon idahoensis,RP06,1,1,1.174
25,Rhizopogon idahoensis,RP06,1,2,1.017
25,Rhizopogon idahoensis,RP06,1,3,1.168
25,Rhizopogon idahoensis,RP06,1,4,1.372
25,Rhizopogon idahoensis,RP06,1,5,1.367
25,Rhizopogon idahoensis,RP06,1,6,1.038
25,Rhizopogon idahoensis,RP06,3,1,6.444
25,Rhizopogon idahoensis,RP06,3,2,5.249
25,Rhizopogon idahoensis,RP06,3,3,6.461
25,Rhizopogon idahoensis,RP06,3,4,9.18
25,Rhizopogon idahoensis,RP06,3,5,8.575
25,Rhizopogon idahoensis,RP06,3,6,6.856
25,Rhizopogon idahoensis,RP06,4,1,8.639
25,Rhizopogon idahoensis,RP06,4,2,7.03
25,Rhizopogon idahoensis,RP06,4,3,8.876
25,Rhizopogon idahoensis,RP06,4,4,12.725
25,Rhizopogon idahoensis,RP06,4,5,10.784
25,Rhizopogon idahoensis,RP06,4,6,9.151
25,Rhizopogon idahoensis,RP06,5,1,11.936
25,Rhizopogon idahoensis,RP06,5,2,10.08
25,Rhizopogon idahoensis,RP06,5,3,12.393
25,Rhizopogon idahoensis,RP06,5,4,17.312
25,Rhizopogon idahoensis,RP06,5,5,16.305
25,Rhizopogon idahoensis,RP06,5,6,11.225
25,Rhizopogon idahoensis,RP07,1,1,1.255
25,Rhizopogon idahoensis,RP07,1,2,1.015
25,Rhizopogon idahoensis,RP07,1,3,1.019
25,Rhizopogon idahoensis,RP07,1,4,1.165
25,Rhizopogon idahoensis,RP07,1,5,0.991
25,Rhizopogon idahoensis,RP07,1,6,1.088
25,Rhizopogon idahoensis,RP07,3,1,5.914
25,Rhizopogon idahoensis,RP07,3,2,7.11
25,Rhizopogon idahoensis,RP07,3,3,5.827
25,Rhizopogon idahoensis,RP07,3,4,6.947
25,Rhizopogon idahoensis,RP07,3,5,6.3
25,Rhizopogon idahoensis,RP07,3,6,8.801
25,Rhizopogon idahoensis,RP07,4,1,8.033
25,Rhizopogon idahoensis,RP07,4,2,9.361
25,Rhizopogon idahoensis,RP07,4,3,7.71
25,Rhizopogon idahoensis,RP07,4,4,9.04
25,Rhizopogon idahoensis,RP07,4,5,8.407
25,Rhizopogon idahoensis,RP07,4,6,11.906
25,Rhizopogon idahoensis,RP07,5,1,11.308
25,Rhizopogon idahoensis,RP07,5,2,15.556
25,Rhizopogon idahoensis,RP07,5,3,11.145
25,Rhizopogon idahoensis,RP07,5,4,12.083
25,Rhizopogon idahoensis,RP07,5,5,12.565
25,Rhizopogon idahoensis,RP07,5,6,16.469
25,Cenococcum geophilum,CengeV1,1,1,0.706
25,Cenococcum geophilum,CengeV1,1,2,0.707
25,Cenococcum geophilum,CengeV1,1,3,0.653
25,Cenococcum geophilum,CengeV1,1,4,0.762
25,Cenococcum geophilum,CengeV1,1,5,0.563
25,Cenococcum geophilum,CengeV1,1,6,0.725
25,Cenococcum geophilum,CengeV1,3,1,3.986
25,Cenococcum geophilum,CengeV1,3,2,3.886
25,Cenococcum geophilum,CengeV1,3,3,3.255
25,Cenococcum geophilum,CengeV1,3,4,3.432
25,Cenococcum geophilum,CengeV1,3,5,3.128
25,Cenococcum geophilum,CengeV1,3,6,4.371
25,Cenococcum geophilum,CengeV1,4,1,7.403
25,Cenococcum geophilum,CengeV1,4,2,7.214
25,Cenococcum geophilum,CengeV1,4,3,6.258
25,Cenococcum geophilum,CengeV1,4,4,5.973
25,Cenococcum geophilum,CengeV1,4,5,5.373
25,Cenococcum geophilum,CengeV1,4,6,7.014
25,Cenococcum geophilum,CengeV1,5,1,11.984
25,Cenococcum geophilum,CengeV1,5,2,10.993
25,Cenococcum geophilum,CengeV1,5,3,10.022
25,Cenococcum geophilum,CengeV1,5,4,10.179
25,Cenococcum geophilum,CengeV1,5,5,8.932
25,Cenococcum geophilum,CengeV1,5,6,10.617
25,Laccaria bicolor,LacbV1,1,1,1.665
25,Laccaria bicolor,LacbV1,1,2,2.002
25,Laccaria bicolor,LacbV1,1,3,1.518
25,Laccaria bicolor,LacbV1,1,4,1.668
25,Laccaria bicolor,LacbV1,1,5,1.508
25,Laccaria bicolor,LacbV1,1,6,1.431
25,Laccaria bicolor,LacbV1,3,1,8.158
25,Laccaria bicolor,LacbV1,3,2,7.372
25,Laccaria bicolor,LacbV1,3,3,8.368
25,Laccaria bicolor,LacbV1,3,4,7.063
25,Laccaria bicolor,LacbV1,3,5,7.877
25,Laccaria bicolor,LacbV1,3,6,7.366
25,Laccaria bicolor,LacbV1,4,1,12.715
25,Laccaria bicolor,LacbV1,4,2,10.601
25,Laccaria bicolor,LacbV1,4,3,12.292
25,Laccaria bicolor,LacbV1,4,4,10.619
25,Laccaria bicolor,LacbV1,4,5,11.561
25,Laccaria bicolor,LacbV1,4,6,12.068
25,Laccaria bicolor,LacbV1,5,1,15.877
25,Laccaria bicolor,LacbV1,5,2,13.257
25,Laccaria bicolor,LacbV1,5,3,15.686
25,Laccaria bicolor,LacbV1,5,4,14.353
25,Laccaria bicolor,LacbV1,5,5,13.781
25,Laccaria bicolor,LacbV1,5,6,15.434
